shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
8134,13134,06/02/2023,10/02/2023,fedex,Returned
8135,13135,28/10/2020,,dhl,In Transit
8136,13136,01/03/2023,06/03/2023,fedex,Returned
8137,13137,26/09/2020,03/10/2020,dhl,Returned
8138,13138,18/11/2020,23/11/2020,fedex,Returned
8139,13139,11/07/2020,,ups,In Transit
8140,13140,02/02/2022,05/02/2022,ups,Returned
8141,13141,14/06/2022,,ups,Delivered
8142,13142,04/09/2023,,dhl,In Transit
8143,13143,08/11/2021,,ups,In Transit
8144,13144,15/05/2024,,bluedart,In Transit
8145,13145,15/12/2020,19/12/2020,bluedart,Returned
8146,13146,02/11/2024,,fedex,Delivered
8147,13147,15/09/2022,,ups,Delivered
8148,13148,13/05/2022,,dhl,In Transit
8149,13149,31/12/2024,06/01/2025,fedex,Returned
8150,13150,06/01/2024,,fedex,In Transit
8151,13151,08/03/2022,15/03/2022,dhl,Returned
8152,13152,30/04/2024,,dhl,In Transit
8153,13153,30/10/2024,03/11/2024,ups,Returned
8154,13154,15/03/2021,,dhl,In Transit
8155,13155,13/12/2022,16/12/2022,ups,Returned
8156,13156,02/04/2023,,fedex,In Transit
8157,13157,24/08/2021,,ups,In Transit
8158,13158,16/05/2024,,fedex,Delivered
8159,13159,04/04/2020,12/04/2020,bluedart,Returned
8160,13160,18/05/2020,,dhl,Delivered
8161,13161,07/09/2022,13/09/2022,bluedart,Returned
8162,13162,30/05/2023,,bluedart,In Transit
8163,13163,01/02/2021,,fedex,Delivered
8164,13164,10/05/2020,20/05/2020,fedex,Returned
8165,13165,12/09/2024,,dhl,Delivered
8166,13166,26/02/2022,,bluedart,Delivered
8167,13167,22/11/2020,,dhl,Delivered
8168,13168,11/02/2022,,fedex,Delivered
8169,13169,28/06/2020,,fedex,In Transit
8170,13170,04/06/2022,09/06/2022,dhl,Returned
8171,13171,28/12/2024,,bluedart,In Transit
8172,13172,21/01/2020,30/01/2020,bluedart,Returned
8173,13173,30/08/2024,,dhl,Delivered
8174,13174,03/06/2023,,bluedart,Delivered
8175,13175,24/12/2021,,ups,In Transit
8176,13176,02/02/2022,,bluedart,Delivered
8177,13177,14/06/2024,,ups,Delivered
8178,13178,19/12/2024,22/12/2024,fedex,Returned
8179,13179,02/12/2022,,bluedart,In Transit
8180,13180,02/02/2023,,ups,In Transit
8181,13181,23/10/2022,26/10/2022,fedex,Returned
8182,13182,17/12/2024,25/12/2024,fedex,Returned
8183,13183,29/06/2024,,ups,Delivered
8184,13184,01/05/2020,,dhl,Delivered
8185,13185,12/11/2022,18/11/2022,dhl,Returned
8186,13186,20/12/2024,,fedex,In Transit
8187,13187,12/08/2023,,ups,Delivered
8188,13188,13/01/2020,,dhl,Delivered
8189,13189,10/12/2021,14/12/2021,fedex,Returned
8190,13190,31/07/2021,,bluedart,In Transit
8191,13191,09/03/2024,,dhl,In Transit
8192,13192,28/11/2021,,ups,Delivered
8193,13193,14/11/2023,23/11/2023,ups,Returned
8194,13194,21/04/2022,,fedex,Delivered
8195,13195,26/04/2024,29/04/2024,dhl,Returned
8196,13196,13/08/2021,,ups,In Transit
8197,13197,29/10/2020,,dhl,Delivered
8198,13198,30/12/2024,03/01/2025,dhl,Returned
8199,13199,30/10/2020,,fedex,In Transit
8200,13200,05/10/2023,,fedex,Delivered
8201,13201,19/06/2023,,fedex,Delivered
8202,13202,05/04/2021,14/04/2021,fedex,Returned
8203,13203,05/10/2022,08/10/2022,fedex,Returned
8204,13204,24/10/2024,27/10/2024,bluedart,Returned
8205,13205,12/07/2023,17/07/2023,fedex,Returned
8206,13206,24/11/2023,27/11/2023,dhl,Returned
8207,13207,07/03/2020,,bluedart,Delivered
8208,13208,17/06/2023,,dhl,In Transit
8209,13209,30/09/2020,,fedex,In Transit
8210,13210,28/05/2023,,dhl,Delivered
8211,13211,16/08/2022,,fedex,Delivered
8212,13212,21/08/2022,,bluedart,Delivered
8213,13213,06/01/2021,,ups,Delivered
8214,13214,24/01/2022,,ups,In Transit
8215,13215,10/02/2022,,fedex,Delivered
8216,13216,04/07/2022,,dhl,Delivered
8217,13217,05/11/2020,13/11/2020,ups,Returned
8218,13218,22/06/2024,27/06/2024,dhl,Returned
8219,13219,22/08/2023,,ups,In Transit
8220,13220,30/12/2020,05/01/2021,fedex,Returned
8221,13221,05/02/2022,,bluedart,Delivered
8222,13222,12/02/2022,,fedex,Delivered
8223,13223,25/05/2024,,dhl,Delivered
8224,13224,10/02/2021,,fedex,In Transit
8225,13225,28/02/2020,07/03/2020,dhl,Returned
8226,13226,01/12/2021,,ups,In Transit
8227,13227,05/11/2021,,dhl,Delivered
8228,13228,23/02/2021,,bluedart,In Transit
8229,13229,16/02/2020,,ups,Delivered
8230,13230,11/06/2021,19/06/2021,fedex,Returned
8231,13231,28/09/2020,03/10/2020,bluedart,Returned
8232,13232,13/04/2021,17/04/2021,fedex,Returned
8233,13233,25/08/2021,,ups,In Transit
8234,13234,03/03/2023,,dhl,In Transit
8235,13235,24/07/2023,28/07/2023,dhl,Returned
8236,13236,12/06/2024,21/06/2024,fedex,Returned
8237,13237,08/12/2022,15/12/2022,ups,Returned
8238,13238,26/05/2024,,ups,In Transit
8239,13239,15/02/2020,,ups,In Transit
8240,13240,15/08/2022,,ups,In Transit
8241,13241,23/11/2024,,ups,Delivered
8242,13242,22/07/2020,28/07/2020,ups,Returned
8243,13243,18/04/2023,21/04/2023,fedex,Returned
8244,13244,04/08/2022,14/08/2022,fedex,Returned
8245,13245,27/08/2024,,fedex,Delivered
8246,13246,09/10/2021,,ups,Delivered
8247,13247,22/04/2023,,ups,In Transit
8248,13248,12/05/2024,,fedex,In Transit
8249,13249,02/10/2020,,ups,Delivered
8250,13250,18/12/2024,24/12/2024,dhl,Returned
8251,13251,03/02/2020,,ups,Delivered
8252,13252,18/08/2020,23/08/2020,ups,Returned
8253,13253,04/12/2023,,ups,In Transit
8254,13254,02/12/2022,10/12/2022,fedex,Returned
8255,13255,04/03/2021,13/03/2021,bluedart,Returned
8256,13256,07/08/2021,,dhl,Delivered
8257,13257,29/07/2023,,dhl,Delivered
8258,13258,25/01/2021,04/02/2021,dhl,Returned
8259,13259,30/11/2020,,dhl,In Transit
8260,13260,13/11/2023,17/11/2023,dhl,Returned
8261,13261,30/05/2021,,dhl,In Transit
8262,13262,29/09/2023,08/10/2023,dhl,Returned
8263,13263,10/08/2020,,fedex,Delivered
8264,13264,22/05/2021,30/05/2021,dhl,Returned
8265,13265,30/11/2021,06/12/2021,bluedart,Returned
8266,13266,16/08/2021,,fedex,Delivered
8267,13267,27/07/2023,,bluedart,Delivered
8268,13268,30/11/2020,,ups,Delivered
8269,13269,23/03/2020,,ups,In Transit
8270,13270,06/04/2024,,dhl,In Transit
8271,13271,23/02/2020,,dhl,Delivered
8272,13272,22/03/2020,,dhl,In Transit
8273,13273,09/09/2022,,bluedart,In Transit
8274,13274,17/03/2022,24/03/2022,fedex,Returned
8275,13275,16/06/2023,,ups,Delivered
8276,13276,18/06/2024,22/06/2024,bluedart,Returned
8277,13277,28/07/2023,,ups,In Transit
8278,13278,16/07/2022,,bluedart,Delivered
8279,13279,24/06/2020,,ups,Delivered
8280,13280,11/07/2023,,dhl,In Transit
8281,13281,19/09/2024,24/09/2024,bluedart,Returned
8282,13282,25/05/2022,,dhl,In Transit
8283,13283,17/03/2024,23/03/2024,ups,Returned
8284,13284,04/10/2020,,dhl,Delivered
8285,13285,09/09/2024,,ups,In Transit
8286,13286,26/05/2020,,bluedart,In Transit
8287,13287,08/05/2021,,fedex,Delivered
8288,13288,10/10/2024,,ups,In Transit
8289,13289,10/12/2020,,bluedart,Delivered
8290,13290,05/10/2024,,dhl,Delivered
8291,13291,27/03/2023,,ups,In Transit
8292,13292,11/02/2023,16/02/2023,fedex,Returned
8293,13293,20/07/2024,27/07/2024,ups,Returned
8294,13294,17/03/2021,,bluedart,Delivered
8295,13295,02/10/2024,,bluedart,Delivered
8296,13296,18/07/2022,,ups,In Transit
8297,13297,06/08/2024,,bluedart,Delivered
8298,13298,09/07/2020,,ups,In Transit
8299,13299,09/06/2021,,bluedart,Delivered
8300,13300,02/07/2020,10/07/2020,ups,Returned
8301,13301,11/04/2020,19/04/2020,fedex,Returned
8302,13302,11/11/2023,,fedex,Delivered
8303,13303,11/04/2021,,fedex,Delivered
8304,13304,16/04/2020,,ups,Delivered
8305,13305,07/02/2022,,dhl,Delivered
8306,13306,26/06/2024,01/07/2024,bluedart,Returned
8307,13307,09/11/2020,16/11/2020,ups,Returned
8308,13308,15/04/2021,,fedex,In Transit
8309,13309,18/10/2021,,ups,In Transit
8310,13310,11/08/2023,,dhl,In Transit
8311,13311,21/07/2020,,ups,Delivered
8312,13312,29/12/2023,06/01/2024,dhl,Returned
8313,13313,01/05/2023,05/05/2023,fedex,Returned
8314,13314,22/09/2021,,fedex,In Transit
8315,13315,01/11/2023,,bluedart,In Transit
8316,13316,08/12/2020,,ups,In Transit
8317,13317,31/05/2023,,bluedart,In Transit
8318,13318,14/10/2022,21/10/2022,bluedart,Returned
8319,13319,02/02/2021,11/02/2021,dhl,Returned
8320,13320,12/06/2024,,ups,Delivered
8321,13321,27/02/2020,,fedex,In Transit
8322,13322,21/07/2020,,bluedart,Delivered
8323,13323,01/08/2020,09/08/2020,ups,Returned
8324,13324,20/06/2020,,bluedart,Delivered
8325,13325,30/08/2023,03/09/2023,ups,Returned
8326,13326,20/05/2020,25/05/2020,dhl,Returned
8327,13327,24/09/2020,,dhl,Delivered
8328,13328,05/05/2023,,fedex,In Transit
8329,13329,24/01/2024,,ups,Delivered
8330,13330,15/02/2021,22/02/2021,bluedart,Returned
8331,13331,24/06/2022,01/07/2022,fedex,Returned
8332,13332,23/01/2024,,dhl,In Transit
8333,13333,01/12/2020,08/12/2020,fedex,Returned
8334,13334,24/09/2021,30/09/2021,bluedart,Returned
8335,13335,28/07/2021,,dhl,Delivered
8336,13336,19/09/2024,,fedex,Delivered
8337,13337,09/09/2020,17/09/2020,fedex,Returned
8338,13338,19/10/2024,,fedex,Delivered
8339,13339,15/08/2023,18/08/2023,bluedart,Returned
8340,13340,23/12/2020,,fedex,Delivered
8341,13341,04/08/2021,,dhl,Delivered
8342,13342,10/03/2020,,bluedart,In Transit
8343,13343,25/01/2024,03/02/2024,bluedart,Returned
8344,13344,01/12/2024,09/12/2024,dhl,Returned
8345,13345,03/04/2020,,ups,Delivered
8346,13346,14/08/2023,,bluedart,Delivered
8347,13347,19/09/2023,28/09/2023,bluedart,Returned
8348,13348,20/09/2022,,fedex,Delivered
8349,13349,07/01/2020,,dhl,In Transit
8350,13350,12/10/2023,19/10/2023,ups,Returned
8351,13351,27/02/2023,,bluedart,Delivered
8352,13352,11/01/2021,,bluedart,In Transit
8353,13353,12/12/2020,,fedex,In Transit
8354,13354,16/05/2021,,fedex,In Transit
8355,13355,16/03/2022,,dhl,Delivered
8356,13356,15/07/2024,,dhl,In Transit
8357,13357,25/07/2020,29/07/2020,bluedart,Returned
8358,13358,18/01/2023,26/01/2023,ups,Returned
8359,13359,31/03/2023,,dhl,In Transit
8360,13360,13/07/2020,16/07/2020,bluedart,Returned
8361,13361,30/10/2022,,ups,Delivered
8362,13362,04/09/2021,10/09/2021,ups,Returned
8363,13363,30/12/2022,,bluedart,Delivered
8364,13364,03/04/2020,,bluedart,In Transit
8365,13365,15/06/2023,,ups,Delivered
8366,13366,10/02/2020,14/02/2020,bluedart,Returned
8367,13367,24/10/2023,,fedex,Delivered
8368,13368,15/11/2022,,ups,In Transit
8369,13369,16/03/2020,,bluedart,Delivered
8370,13370,22/01/2022,,ups,In Transit
8371,13371,08/09/2023,,fedex,In Transit
8372,13372,27/02/2023,,fedex,In Transit
8373,13373,06/09/2022,11/09/2022,ups,Returned
8374,13374,18/02/2022,28/02/2022,ups,Returned
8375,13375,08/03/2022,18/03/2022,dhl,Returned
8376,13376,08/08/2022,,bluedart,In Transit
8377,13377,28/11/2022,07/12/2022,bluedart,Returned
8378,13378,18/06/2022,,fedex,In Transit
8379,13379,27/05/2024,06/06/2024,dhl,Returned
8380,13380,19/05/2020,28/05/2020,dhl,Returned
8381,13381,04/02/2023,11/02/2023,bluedart,Returned
8382,13382,23/08/2024,,fedex,In Transit
8383,13383,03/07/2024,,dhl,Delivered
8384,13384,25/02/2022,,ups,Delivered
8385,13385,29/04/2021,04/05/2021,bluedart,Returned
8386,13386,08/03/2024,,dhl,Delivered
8387,13387,09/06/2024,,fedex,In Transit
8388,13388,19/06/2020,29/06/2020,ups,Returned
8389,13389,04/10/2020,,ups,In Transit
8390,13390,27/04/2021,,dhl,In Transit
8391,13391,06/04/2021,,ups,Delivered
8392,13392,08/02/2023,16/02/2023,ups,Returned
8393,13393,05/02/2021,13/02/2021,bluedart,Returned
8394,13394,23/11/2022,,bluedart,In Transit
8395,13395,10/03/2020,,bluedart,In Transit
8396,13396,26/01/2023,,bluedart,Delivered
8397,13397,31/10/2020,,bluedart,Delivered
8398,13398,16/12/2022,24/12/2022,bluedart,Returned
8399,13399,18/11/2021,,dhl,In Transit
8400,13400,12/02/2020,18/02/2020,dhl,Returned
8401,13401,08/02/2021,,dhl,In Transit
8402,13402,27/12/2022,31/12/2022,ups,Returned
8403,13403,27/02/2024,08/03/2024,fedex,Returned
8404,13404,07/05/2022,,dhl,Delivered
8405,13405,12/07/2023,,fedex,In Transit
8406,13406,02/07/2021,,bluedart,Delivered
8407,13407,23/09/2023,28/09/2023,bluedart,Returned
8408,13408,04/04/2024,13/04/2024,fedex,Returned
8409,13409,01/07/2024,06/07/2024,ups,Returned
8410,13410,13/06/2023,,ups,In Transit
8411,13411,15/06/2021,,dhl,In Transit
8412,13412,20/07/2021,27/07/2021,bluedart,Returned
8413,13413,16/06/2022,,ups,Delivered
8414,13414,31/10/2021,07/11/2021,dhl,Returned
8415,13415,25/11/2021,,ups,Delivered
8416,13416,12/10/2020,,fedex,In Transit
8417,13417,12/06/2024,,ups,Delivered
8418,13418,08/05/2024,,dhl,Delivered
8419,13419,16/07/2023,23/07/2023,ups,Returned
8420,13420,04/04/2024,,ups,Delivered
8421,13421,14/12/2022,,ups,Delivered
8422,13422,31/07/2022,,bluedart,Delivered
8423,13423,09/07/2022,,ups,Delivered
8424,13424,15/08/2020,,dhl,In Transit
8425,13425,13/12/2020,,ups,In Transit
8426,13426,04/08/2021,,fedex,Delivered
8427,13427,15/02/2024,20/02/2024,fedex,Returned
8428,13428,26/09/2024,,dhl,Delivered
8429,13429,10/10/2024,,fedex,Delivered
8430,13430,05/01/2023,11/01/2023,bluedart,Returned
8431,13431,22/07/2024,,bluedart,In Transit
8432,13432,27/09/2024,,dhl,In Transit
8433,13433,22/02/2024,,ups,In Transit
8434,13434,18/01/2021,,dhl,Delivered
8435,13435,30/10/2021,,ups,Delivered
8436,13436,28/09/2022,,dhl,Delivered
8437,13437,15/07/2023,23/07/2023,bluedart,Returned
8438,13438,14/12/2021,,bluedart,In Transit
8439,13439,05/04/2020,,fedex,Delivered
8440,13440,15/11/2024,,dhl,In Transit
8441,13441,27/01/2021,,dhl,Delivered
8442,13442,29/11/2024,04/12/2024,fedex,Returned
8443,13443,22/08/2023,27/08/2023,fedex,Returned
8444,13444,02/04/2021,07/04/2021,ups,Returned
8445,13445,07/01/2021,,dhl,In Transit
8446,13446,23/06/2020,,fedex,Delivered
8447,13447,14/06/2020,,ups,In Transit
8448,13448,01/02/2024,07/02/2024,dhl,Returned
8449,13449,26/02/2020,,fedex,Delivered
8450,13450,12/12/2020,,fedex,In Transit
8451,13451,10/07/2022,18/07/2022,fedex,Returned
8452,13452,18/03/2023,26/03/2023,bluedart,Returned
8453,13453,26/06/2021,,bluedart,Delivered
8454,13454,03/03/2023,09/03/2023,dhl,Returned
8455,13455,24/01/2024,,bluedart,Delivered
8456,13456,12/10/2022,18/10/2022,fedex,Returned
8457,13457,11/08/2023,21/08/2023,fedex,Returned
8458,13458,06/07/2021,,bluedart,Delivered
8459,13459,08/03/2023,12/03/2023,fedex,Returned
8460,13460,05/05/2021,15/05/2021,bluedart,Returned
8461,13461,21/09/2023,,bluedart,Delivered
8462,13462,28/03/2021,,dhl,Delivered
8463,13463,08/02/2022,13/02/2022,dhl,Returned
8464,13464,07/10/2020,,dhl,In Transit
8465,13465,02/08/2022,,fedex,In Transit
8466,13466,10/07/2022,,dhl,In Transit
8467,13467,06/11/2020,,dhl,In Transit
8468,13468,29/09/2023,09/10/2023,ups,Returned
8469,13469,20/08/2020,,dhl,In Transit
8470,13470,06/12/2021,10/12/2021,bluedart,Returned
8471,13471,12/06/2024,,fedex,In Transit
8472,13472,11/08/2022,,bluedart,Delivered
8473,13473,12/09/2024,19/09/2024,fedex,Returned
8474,13474,30/12/2020,,fedex,Delivered
8475,13475,24/01/2023,,bluedart,In Transit
8476,13476,12/08/2020,,dhl,Delivered
8477,13477,06/02/2020,,dhl,In Transit
8478,13478,25/07/2021,,ups,Delivered
8479,13479,25/11/2023,,bluedart,Delivered
8480,13480,27/06/2024,,fedex,Delivered
8481,13481,21/06/2023,,fedex,Delivered
8482,13482,06/02/2022,,fedex,Delivered
8483,13483,21/09/2021,,ups,In Transit
8484,13484,05/02/2021,,ups,In Transit
8485,13485,08/01/2021,,bluedart,In Transit
8486,13486,26/04/2024,,ups,In Transit
8487,13487,13/05/2022,,fedex,Delivered
8488,13488,17/10/2023,22/10/2023,fedex,Returned
8489,13489,01/10/2023,11/10/2023,ups,Returned
8490,13490,25/04/2020,,bluedart,Delivered
8491,13491,25/01/2021,,fedex,In Transit
8492,13492,20/06/2020,25/06/2020,ups,Returned
8493,13493,25/12/2021,,dhl,Delivered
8494,13494,04/02/2022,,bluedart,In Transit
8495,13495,13/10/2020,,fedex,Delivered
8496,13496,08/12/2024,,fedex,In Transit
8497,13497,14/04/2020,19/04/2020,dhl,Returned
8498,13498,09/05/2022,,ups,In Transit
8499,13499,06/05/2022,,dhl,Delivered
8500,13500,19/01/2020,,fedex,Delivered
8501,13501,27/11/2020,,dhl,In Transit
8502,13502,25/06/2020,02/07/2020,bluedart,Returned
8503,13503,21/02/2021,,bluedart,Delivered
8504,13504,06/02/2020,14/02/2020,fedex,Returned
8505,13505,30/07/2021,,bluedart,Delivered
8506,13506,07/12/2020,,dhl,Delivered
8507,13507,14/04/2021,,bluedart,In Transit
8508,13508,15/05/2022,,ups,Delivered
8509,13509,07/12/2021,17/12/2021,dhl,Returned
8510,13510,02/05/2022,,bluedart,In Transit
8511,13511,13/12/2023,,fedex,In Transit
8512,13512,27/04/2023,,bluedart,Delivered
8513,13513,15/08/2022,,bluedart,Delivered
8514,13514,22/06/2021,,dhl,Delivered
8515,13515,12/05/2021,,ups,In Transit
8516,13516,11/09/2021,,fedex,In Transit
8517,13517,01/12/2024,,dhl,In Transit
8518,13518,13/04/2024,,fedex,In Transit
8519,13519,08/06/2023,,bluedart,Delivered
8520,13520,02/03/2022,08/03/2022,dhl,Returned
8521,13521,22/12/2022,,bluedart,In Transit
8522,13522,12/09/2022,,dhl,In Transit
8523,13523,20/04/2024,,ups,In Transit
8524,13524,03/07/2023,,bluedart,Delivered
8525,13525,14/01/2023,22/01/2023,ups,Returned
8526,13526,16/05/2022,,fedex,Delivered
8527,13527,01/02/2022,,bluedart,In Transit
8528,13528,17/08/2021,,bluedart,Delivered
8529,13529,11/08/2021,20/08/2021,dhl,Returned
8530,13530,21/01/2024,,dhl,In Transit
8531,13531,07/04/2023,,ups,Delivered
8532,13532,16/10/2024,,dhl,In Transit
8533,13533,15/03/2023,,dhl,Delivered
8534,13534,13/08/2023,,bluedart,Delivered
8535,13535,30/12/2023,05/01/2024,bluedart,Returned
8536,13536,08/10/2022,,bluedart,Delivered
8537,13537,07/03/2022,,ups,Delivered
8538,13538,11/05/2022,,ups,In Transit
8539,13539,20/04/2024,25/04/2024,ups,Returned
8540,13540,01/09/2023,,fedex,In Transit
8541,13541,11/03/2022,,bluedart,In Transit
8542,13542,26/06/2021,,bluedart,In Transit
8543,13543,24/12/2023,,dhl,Delivered
8544,13544,10/05/2020,,bluedart,Delivered
8545,13545,03/04/2024,,ups,In Transit
8546,13546,03/05/2021,,dhl,In Transit
8547,13547,20/12/2024,,ups,Delivered
8548,13548,20/11/2021,27/11/2021,dhl,Returned
8549,13549,14/02/2020,,ups,In Transit
8550,13550,17/11/2024,27/11/2024,fedex,Returned
8551,13551,20/11/2024,,dhl,Delivered
8552,13552,24/02/2024,,ups,Delivered
8553,13553,07/06/2023,,ups,Delivered
8554,13554,03/01/2024,,ups,Delivered
8555,13555,20/12/2021,,dhl,Delivered
8556,13556,06/10/2022,,fedex,Delivered
8557,13557,03/08/2022,11/08/2022,fedex,Returned
8558,13558,24/01/2021,,fedex,In Transit
8559,13559,01/04/2021,,ups,Delivered
8560,13560,24/01/2022,,fedex,In Transit
8561,13561,20/09/2020,27/09/2020,ups,Returned
8562,13562,07/10/2020,17/10/2020,fedex,Returned
8563,13563,28/01/2020,,bluedart,In Transit
8564,13564,10/01/2020,18/01/2020,bluedart,Returned
8565,13565,09/09/2024,12/09/2024,dhl,Returned
8566,13566,07/11/2023,,bluedart,In Transit
8567,13567,24/03/2022,,ups,Delivered
8568,13568,19/05/2023,25/05/2023,dhl,Returned
8569,13569,22/05/2021,27/05/2021,bluedart,Returned
8570,13570,16/03/2021,21/03/2021,ups,Returned
8571,13571,27/10/2024,,bluedart,Delivered
8572,13572,23/06/2022,,dhl,In Transit
8573,13573,24/02/2024,,bluedart,In Transit
8574,13574,30/06/2021,,bluedart,In Transit
8575,13575,11/03/2022,21/03/2022,bluedart,Returned
8576,13576,21/06/2020,,fedex,In Transit
8577,13577,27/05/2022,03/06/2022,bluedart,Returned
8578,13578,10/06/2020,18/06/2020,bluedart,Returned
8579,13579,15/05/2023,23/05/2023,ups,Returned
8580,13580,31/07/2021,07/08/2021,dhl,Returned
8581,13581,16/05/2020,,dhl,In Transit
8582,13582,27/03/2022,04/04/2022,fedex,Returned
8583,13583,29/10/2023,,bluedart,In Transit
8584,13584,12/02/2023,,dhl,In Transit
8585,13585,19/10/2022,24/10/2022,dhl,Returned
8586,13586,30/09/2020,,dhl,In Transit
8587,13587,21/04/2021,01/05/2021,fedex,Returned
8588,13588,02/12/2022,,fedex,In Transit
8589,13589,05/10/2023,,dhl,In Transit
8590,13590,15/03/2022,,fedex,Delivered
8591,13591,19/04/2021,,ups,In Transit
8592,13592,06/04/2022,11/04/2022,ups,Returned
8593,13593,20/10/2020,,dhl,Delivered
8594,13594,17/12/2021,,dhl,Delivered
8595,13595,29/04/2024,,bluedart,Delivered
8596,13596,24/03/2020,,ups,In Transit
8597,13597,21/12/2022,,bluedart,Delivered
8598,13598,25/11/2021,,bluedart,Delivered
8599,13599,05/06/2020,10/06/2020,fedex,Returned
8600,13600,25/06/2021,,fedex,Delivered
8601,13601,24/07/2023,28/07/2023,fedex,Returned
8602,13602,28/06/2024,,bluedart,Delivered
8603,13603,08/06/2022,,ups,Delivered
8604,13604,08/06/2021,12/06/2021,ups,Returned
8605,13605,12/04/2022,,ups,In Transit
8606,13606,27/09/2022,,bluedart,In Transit
8607,13607,23/01/2023,,fedex,Delivered
8608,13608,24/10/2024,02/11/2024,bluedart,Returned
8609,13609,21/06/2023,25/06/2023,bluedart,Returned
8610,13610,31/12/2023,07/01/2024,ups,Returned
8611,13611,18/06/2022,,fedex,Delivered
8612,13612,17/08/2021,,bluedart,Delivered
8613,13613,17/07/2021,20/07/2021,ups,Returned
8614,13614,15/01/2021,,dhl,In Transit
8615,13615,06/04/2021,,dhl,In Transit
8616,13616,06/03/2021,15/03/2021,fedex,Returned
8617,13617,09/01/2023,,bluedart,Delivered
8618,13618,23/11/2021,02/12/2021,ups,Returned
8619,13619,04/04/2024,,ups,Delivered
8620,13620,17/09/2021,,fedex,Delivered
8621,13621,09/10/2022,12/10/2022,bluedart,Returned
8622,13622,01/06/2021,04/06/2021,fedex,Returned
8623,13623,27/01/2024,,dhl,Delivered
8624,13624,28/09/2023,07/10/2023,fedex,Returned
8625,13625,01/07/2021,04/07/2021,dhl,Returned
8626,13626,15/04/2022,,ups,Delivered
8627,13627,16/08/2021,21/08/2021,ups,Returned
8628,13628,08/11/2023,17/11/2023,bluedart,Returned
8629,13629,20/02/2020,,fedex,In Transit
8630,13630,25/05/2022,04/06/2022,bluedart,Returned
8631,13631,23/05/2020,26/05/2020,fedex,Returned
8632,13632,12/09/2024,,ups,In Transit
8633,13633,12/01/2020,,dhl,In Transit
8634,13634,26/04/2021,,bluedart,In Transit
8635,13635,23/06/2021,26/06/2021,bluedart,Returned
8636,13636,13/04/2021,,fedex,Delivered
8637,13637,05/02/2023,,fedex,Delivered
8638,13638,15/05/2023,,bluedart,In Transit
8639,13639,01/11/2022,,dhl,Delivered
8640,13640,08/06/2024,,dhl,In Transit
8641,13641,28/02/2024,,bluedart,Delivered
8642,13642,29/03/2020,,fedex,In Transit
8643,13643,26/12/2020,,bluedart,In Transit
8644,13644,18/03/2024,23/03/2024,dhl,Returned
8645,13645,16/07/2020,,fedex,Delivered
8646,13646,19/10/2021,,dhl,Delivered
8647,13647,03/09/2022,,ups,Delivered
8648,13648,16/09/2023,22/09/2023,ups,Returned
8649,13649,01/08/2023,,fedex,Delivered
8650,13650,21/04/2023,24/04/2023,ups,Returned
8651,13651,27/11/2020,,bluedart,In Transit
8652,13652,05/09/2023,09/09/2023,fedex,Returned
8653,13653,05/08/2020,,dhl,Delivered
8654,13654,21/10/2024,25/10/2024,fedex,Returned
8655,13655,05/10/2021,09/10/2021,fedex,Returned
8656,13656,31/01/2022,,fedex,In Transit
8657,13657,23/09/2020,,ups,Delivered
8658,13658,22/09/2021,,bluedart,In Transit
8659,13659,28/10/2024,,ups,In Transit
8660,13660,22/10/2022,31/10/2022,dhl,Returned
8661,13661,22/09/2024,,fedex,Delivered
8662,13662,29/08/2022,,fedex,In Transit
8663,13663,10/11/2023,,bluedart,In Transit
8664,13664,08/12/2021,,dhl,Delivered
8665,13665,22/05/2020,,bluedart,Delivered
8666,13666,02/05/2020,,ups,Delivered
8667,13667,10/06/2024,15/06/2024,ups,Returned
8668,13668,07/09/2022,11/09/2022,dhl,Returned
8669,13669,16/05/2024,,fedex,Delivered
8670,13670,04/05/2024,,dhl,Delivered
8671,13671,03/02/2024,10/02/2024,ups,Returned
8672,13672,17/09/2023,24/09/2023,bluedart,Returned
8673,13673,06/12/2022,,bluedart,Delivered
8674,13674,16/07/2022,,ups,Delivered
8675,13675,11/10/2020,,fedex,Delivered
8676,13676,21/11/2020,,dhl,Delivered
8677,13677,29/12/2024,03/01/2025,ups,Returned
8678,13678,02/10/2021,,dhl,In Transit
8679,13679,10/11/2021,16/11/2021,dhl,Returned
8680,13680,26/09/2023,,ups,Delivered
8681,13681,27/04/2024,04/05/2024,bluedart,Returned
8682,13682,29/07/2022,,bluedart,Delivered
8683,13683,02/12/2022,,fedex,Delivered
8684,13684,05/12/2022,14/12/2022,bluedart,Returned
8685,13685,30/07/2022,,ups,In Transit
8686,13686,25/10/2022,,ups,In Transit
8687,13687,31/10/2024,,ups,In Transit
8688,13688,01/05/2023,,ups,In Transit
8689,13689,04/10/2020,07/10/2020,dhl,Returned
8690,13690,03/01/2023,11/01/2023,fedex,Returned
8691,13691,02/12/2021,,ups,In Transit
8692,13692,30/08/2024,02/09/2024,dhl,Returned
8693,13693,10/05/2023,,fedex,In Transit
8694,13694,16/04/2022,,ups,In Transit
8695,13695,08/06/2023,,dhl,Delivered
8696,13696,11/10/2021,14/10/2021,dhl,Returned
8697,13697,21/10/2022,26/10/2022,dhl,Returned
8698,13698,03/08/2023,,bluedart,In Transit
8699,13699,13/03/2024,,fedex,In Transit
